2512, 0.32, 0.27, -0.95, 0.50, 10.47, -27.16, 301.38
2547, 0.34, 0.29, -0.90, -12.99, 3.85, -17.46, 302.32
2582, 0.24, 0.38, -0.90, -6.11, -3.87, -9.23, 303.76
2618, 0.29, 0.31, -0.90, -3.31, 3.28, -26.62, 303.79
2652, 0.36, 0.36, -0.97, -25.86, -9.22, -48.82, 304.78
2687, 0.24, 0.41, -0.94, -10.70, -17.35, -29.29, 306.56
2722, 0.22, 0.36, -0.95, 14.02, 5.93, -38.54, 308.41
2757, 0.37, 0.42, -0.86, 2.85, -0.69, -54.84, 310.08
2792, 0.25, 0.36, -1.01, -6.53, -24.15, -33.95, 312.57
2827, 0.25, 0.39, -1.01, 21.64, -1.44, -18.60, 315.00
2862, 0.23, 0.35, -0.90, 12.31, -19.15, -34.39, 316.27
2897, 0.16, 0.42, -1.08, -1.76, -11.47, -7.02, 318.86
2932, 0.24, 0.30, -0.90, 20.20, 3.27, -2.83, 320.34
2967, 0.20, 0.27, -0.87, 2.23, -13.27, -19.33, 321.08
3002, 0.18, 0.38, -0.98, 1.46, -2.96, -7.75, 323.67
3036, 0.27, 0.36, -0.92, 13.69, 11.38, -5.55, 324.80
3072, 0.22, 0.35, -0.89, -3.21, -10.46, 1.30, 325.66
3107, 0.25, 0.34, -0.93, -2.63, -3.98, -15.60, 327.88
3142, 0.10, 0.49, -0.95, -14.38, -23.89, -16.27, 329.06
3176, 0.18, 0.36, -0.91, 14.31, 4.69, -1.35, 329.58
3211, 0.24, 0.36, -0.91, -10.11, -1.76, -13.66, 330.37
3246, 0.11, 0.46, -0.98, -15.53, -26.34, -20.99, 330.56
3282, 0.21, 0.34, -0.92, 16.08, 11.18, -12.21, 331.13
3316, 0.27, 0.27, -0.97, 8.33, 10.21, -2.80, 331.81
3351, 0.22, 0.36, -0.97, 9.80, -8.11, -12.66, 332.29
3387, 0.19, 0.34, -0.96, 5.56, -2.70, 4.81, 333.74
3422, 0.19, 0.29, -0.91, 9.67, -3.69, 12.64, 333.22
3456, 0.07, 0.40, -0.93, -8.42, 2.08, 14.82, 333.25
3491, 0.22, 0.42, -1.03, 7.82, 32.75, -3.24, 333.62
3526, 0.28, 0.31, -0.96, 22.39, 31.52, -3.74, 333.56
3562, 0.19, 0.23, -0.93, -4.37, -7.22, 1.06, 334.33
3596, 0.24, 0.29, -0.93, 8.92, 2.38, -15.52, 333.23
3631, 0.22, 0.29, -0.90, -11.35, -0.32, -2.37, 334.58
3666, 0.21, 0.36, -1.01, -3.44, 1.07, -8.04, 334.51
3701, 0.22, 0.33, -0.92, 2.75, 5.70, 0.76, 334.17
3736, 0.23, 0.36, -0.96, -12.89, -5.30, -15.24, 335.44
3771, 0.12, 0.38, -0.93, -2.07, -8.79, -4.15, 335.39
3806, 0.15, 0.33, -0.76, -7.25, 20.85, 7.76, 335.54
3841, 0.24, 0.34, -0.88, -15.81, 9.55, -10.73, 335.51
3876, 0.16, 0.38, -1.02, 1.23, 5.28, -0.32, 336.37
3911, 0.21, 0.27, -0.79, 12.17, 5.18, -13.60, 336.21
3945, 0.25, 0.12, -0.89, 10.60, 0.89, -8.63, 336.99
3981, 0.33, 0.32, -1.00, 2.10, 24.85, -10.16, 337.85
4016, 0.29, 0.38, -0.97, 7.23, -4.31, -22.18, 338.23
4051, 0.13, 0.35, -0.95, -7.39, -0.73, 4.05, 341.09
4085, 0.24, 0.27, -0.89, -26.13, 31.56, 7.65, 340.57
4120, 0.17, 0.43, -0.95, -28.51, 11.75, -4.89, 341.34
4156, 0.07, 0.41, -0.94, 0.81, 12.92, 12.11, 341.45
4191, 0.27, 0.38, -1.10, -10.00, -45.18, 8.61, 340.02
4226, 0.26, 0.36, -0.95, -9.10, -11.37, -20.21, 340.64
4261, 0.26, 0.31, -0.90, 12.79, -2.89, 11.79, 340.03
4295, 0.35, 0.35, -0.96, 0.42, 2.00, -7.29, 340.43
4330, 0.29, 0.33, -0.96, 2.84, 14.68, 11.02, 339.95
4365, 0.26, 0.36, -0.88, 1.36, 34.66, -6.80, 338.63
4400, 0.29, 0.30, -0.89, -3.02, 17.33, 36.49, 339.13
4436, 0.25, 0.39, -0.97, -23.61, 8.02, 15.92, 338.35
4471, 0.27, 0.31, -0.86, 3.73, 9.87, -1.56, 337.95
4506, 0.38, 0.35, -0.79, 5.29, -4.20, -11.78, 336.44
4540, 0.36, 0.45, -1.09, -19.57, 12.52, 6.70, 338.51
4575, 0.31, 0.33, -0.86, 16.38, 16.75, 23.22, 337.76
4610, 0.35, 0.28, -0.88, 17.23, 11.40, 27.48, 337.08
4645, 0.33, 0.38, -0.93, 17.22, -6.74, 36.38, 335.57
4680, 0.41, 0.27, -0.95, 19.78, -2.54, 26.61, 336.59
4715, 0.36, 0.24, -0.92, 3.84, 7.35, 26.77, 336.72
4750, 0.29, 0.31, -0.87, 13.35, -1.27, 18.40, 335.76
4785, 0.45, 0.20, -0.94, 20.44, -1.04, 2.95, 335.53
4820, 0.17, 0.50, -0.92, -0.15, -5.03, -36.24, 336.23
4855, 0.40, 0.25, -0.97, 23.66, -9.54, 10.89, 336.34
4890, 0.47, 0.13, -0.96, 10.11, 3.77, -0.80, 335.92
4925, 0.20, 0.45, -1.03, 7.83, 14.98, -20.16, 336.43
4960, 0.50, 0.08, -1.12, 40.87, 27.12, 65.68, 337.61
4995, 0.55, 0.19, -0.96, 21.53, 19.28, 18.34, 336.42
5030, 0.36, 0.10, -0.86, 24.56, 17.30, 24.58, 336.18
5064, 0.49, 0.12, -0.80, 15.40, 18.80, 41.66, 335.98
5100, 0.29, 0.19, -0.91, -4.34, 15.90, 20.02, 336.58
5135, 0.45, 0.08, -0.89, -3.25, 11.55, 11.99, 337.45
5170, 0.48, 0.04, -0.84, -0.65, 6.50, -31.41, 336.56
5205, 0.35, 0.42, -0.97, -9.82, 1.50, -18.12, 337.55
5240, 0.54, 0.27, -1.04, 7.73, 23.02, 26.92, 338.18
5274, 0.45, 0.21, -0.87, -5.65, 9.79, 9.75, 337.36
5309, 0.39, 0.09, -0.77, 2.22, 18.95, -7.86, 337.38
5345, 0.62, 0.16, -0.96, 21.56, 40.44, 5.37, 336.63
5380, 0.39, 0.23, -0.84, -17.47, 5.07, -8.79, 338.25
5415, 0.51, 0.14, -0.85, -7.63, 3.07, -22.73, 335.91
5449, 0.37, 0.29, -0.86, -21.16, -13.97, -27.47, 335.82
5484, 0.57, 0.20, -0.96, -11.98, -19.92, -9.42, 336.36
5520, 0.61, 0.06, -0.94, -18.01, -21.34, -31.92, 336.52
5555, 0.55, 0.32, -0.96, -49.70, -7.38, -54.92, 336.29
5589, 0.48, 0.13, -0.76, -2.81, 6.30, -27.26, 336.56
5624, 0.62, -0.01, -0.79, -45.34, -37.76, -49.85, 336.08
5660, 0.37, 0.43, -0.87, -88.95, -73.40, -23.95, 336.09
5694, -0.10, 0.74, -1.54, -78.56, -32.19, 18.24, 336.97
5729, 0.42, 0.46, -0.90, 18.28, 72.66, 21.27, 334.22
5764, 0.50, 0.58, -0.65, 39.91, 45.50, 32.69, 335.05
5800, 0.37, 0.42, -0.80, 47.05, 35.89, 10.89, 333.61
5834, 0.50, 0.31, -0.73, 55.63, 74.59, 24.45, 334.49
5869, 1.11, 0.03, -0.67, 57.27, -1.43, -26.62, 333.38
5904, 0.49, 0.47, 0.19, 22.27, -21.64, 27.52, 335.94
5939, 0.38, 0.16, -0.88, 3.78, -58.15, 7.79, 334.92
5974, 0.58, 0.10, -0.93, 29.82, -52.47, -3.85, 334.66
6009, 0.35, 0.15, -0.82, 51.32, 9.87, 51.79, 335.58
6044, 0.35, 0.11, -0.89, 8.53, -69.79, 13.53, 335.74
6079, 0.23, 0.28, -1.06, 150.73, -32.70, -28.05, 338.52
6114, 0.37, -0.67, -0.27, 129.39, 98.07, 70.43, 343.83
6149, 0.02, -0.64, -1.62, 250.12, -133.40, -168.33, 348.53
6184, 0.13, -0.29, -1.12, 250.12, -166.17, -89.41, 12.26
6219, 0.32, -0.31, -1.12, 20.73, 27.55, 75.08, 25.98
6254, 0.36, -0.60, -0.60, -148.68, 85.85, 34.23, 29.20
6289, 0.32, -0.34, -0.74, 96.15, -20.69, -38.02, 27.03
6324, 0.25, -0.47, -0.81, 199.63, -93.59, 3.06, 28.72
6359, 0.21, -0.45, -1.24, 0.26, -82.33, 44.76, 33.27
6394, 0.18, -0.39, -0.82, -34.59, 72.74, -16.87, 34.90
6428, 0.26, -0.52, -0.66, -55.32, 86.66, -4.31, 35.93
6464, 0.18, -0.79, -0.55, 32.97, -1.22, -42.60, 37.03
6499, 0.10, -0.05, -1.11, -22.19, 17.53, 10.31, 39.23
6534, 0.45, -0.60, -0.14, -250.14, 94.18, 56.32, 42.23
6568, 0.55, -0.38, -0.80, 27.79, -6.99, 31.49, 35.40
6604, 0.24, -0.41, -0.81, -1.42, 27.81, 6.10, 29.01
6639, 0.42, -0.42, -0.81, -10.05, -14.73, -2.91, 28.78
6674, 0.31, -0.34, -1.23, 15.53, -44.05, -9.30, 26.47
6708, 0.30, -0.29, -0.91, -60.78, 47.05, 2.34, 29.61
6743, 0.27, -0.27, -0.80, 29.29, -27.05, 2.68, 30.92
6779, 0.34, -0.25, -0.86, 52.06, -64.89, -17.79, 29.80
6814, 0.61, -0.38, -1.62, 16.46, -56.92, -6.16, 31.21
6849, 0.31, -0.49, -0.85, 54.65, -77.67, 14.31, 32.29
6883, 0.25, -0.30, -1.20, 13.98, -22.24, -14.06, 32.73
6919, 0.32, -0.31, -0.95, -66.18, 34.86, 15.50, 36.38
6954, 0.11, -0.25, -0.92, -66.51, -21.72, 11.97, 37.98
6988, 0.09, -0.19, -1.19, 31.37, -13.54, -15.41, 39.59
7023, 0.28, -0.24, -0.91, -45.42, -9.48, 19.92, 41.97
7059, 0.09, -0.20, -0.86, -15.71, -15.74, -6.40, 41.04
7094, 0.29, -0.24, -1.48, 46.18, 16.34, -23.47, 40.40
7128, 0.28, -0.14, -0.70, -80.40, 33.29, 19.56, 40.86
7163, 0.14, -0.14, -0.99, -1.18, -55.26, 19.15, 37.81
7198, 0.26, -0.48, -0.86, 45.02, -60.08, 41.40, 36.37
7233, 0.24, -0.35, -0.85, -22.29, 14.46, 4.15, 33.51
7268, -0.08, -0.07, -1.14, 70.43, -98.35, -29.79, 33.61
7303, 0.29, -0.20, -1.15, 8.88, 75.63, -27.12, 33.16
7338, 0.18, -0.21, -0.75, -79.39, 34.20, -10.79, 32.59
7374, 0.16, -0.08, -1.22, 83.98, -31.15, -7.89, 30.51
7408, 0.32, -0.24, -1.15, 6.44, 9.24, -0.82, 31.16
7443, 0.09, -0.24, -0.78, -25.88, 62.24, 5.11, 29.73
7478, 0.23, -0.25, -0.97, 39.68, -10.88, -1.23, 27.95
7513, 0.22, -0.21, -0.96, -59.69, 52.37, 6.73, 26.46
7548, 0.32, -0.25, -0.79, -83.85, 39.37, -8.25, 24.98
7583, 0.28, -0.07, -0.85, -117.78, -19.48, 0.40, 22.00
7618, 0.35, -0.08, -1.01, -81.01, -65.76, -10.76, 19.51
7653, 0.21, -0.00, -0.96, -97.99, -63.79, 7.21, 16.37
7688, -0.06, 0.09, -0.98, 15.92, -88.25, -26.79, 15.26
7723, 0.25, 0.15, -1.20, -44.92, -51.34, -2.56, 14.17
7758, 0.12, -0.05, -1.05, -19.75, -4.21, 35.84, 15.58
7793, 0.01, 0.11, -1.03, 11.63, 32.41, 3.47, 12.54
7828, 0.33, 0.06, -0.98, -49.51, 48.12, 32.49, 12.54
7863, 0.21, -0.06, -0.74, -103.31, 48.35, 65.27, 9.28
7898, 0.10, 0.23, -0.83, -67.74, -3.99, 31.11, 3.43
7933, 0.17, 0.16, -1.05, -67.51, -65.69, 13.73, 0.49
7968, 0.21, 0.15, -1.07, -98.27, -52.40, 14.60, 356.33
8003, 0.12, 0.20, -1.20, 110.89, -46.69, 37.82, 349.93
8038, -0.01, 0.15, -1.01, 173.81, 2.66, 13.99, 347.73
8073, 0.09, 0.10, -1.29, 47.02, -30.79, 8.27, 350.27
8108, 0.11, -0.07, -0.94, 73.18, 18.34, 4.54, 355.71
8142, 0.12, -0.04, -1.03, -5.58, -10.37, 7.85, 358.35
8177, 0.11, -0.08, -1.05, 38.18, -41.34, 3.28, 359.07
8213, -0.02, -0.03, -0.94, 38.98, -23.86, 9.02, 359.22
8248, 0.06, -0.08, -1.07, -21.13, -18.67, 4.11, 0.77
8283, 0.09, -0.09, -1.03, 15.01, -15.05, 5.31, 1.11
8318, 0.02, -0.09, -1.02, 22.14, 8.47, -2.02, 0.66
8353, 0.04, -0.07, -0.94, 5.87, -16.44, 1.20, 0.67
8388, 0.06, -0.11, -1.06, 26.61, -15.35, -5.40, 3.11
8423, 0.03, -0.11, -1.03, -14.56, 21.62, -13.60, 2.82
8458, 0.07, -0.08, -0.91, -37.32, 23.85, 2.39, 4.93
8493, 0.03, -0.06, -1.08, -26.27, 6.95, 7.95, 4.12
8528, 0.08, -0.06, -1.07, -19.10, 20.60, -6.15, 4.07
8563, 0.07, 0.05, -1.11, -71.49, 51.06, -11.18, 3.16
8598, 0.17, -0.07, -1.08, -97.63, 46.82, 46.65, 1.80
8633, 0.19, 0.10, -1.12, -59.79, 68.50, 18.49, 352.87
8667, 0.19, 0.12, -0.87, -72.43, 92.41, 35.53, 343.69
8703, 0.29, 0.03, -0.99, -42.77, 34.13, 15.36, 337.17
8738, 0.20, 0.09, -0.85, 8.15, 7.47, -31.77, 330.09
8773, 0.28, 0.26, -0.99, 2.97, -21.53, -15.89, 327.07
8807, 0.27, 0.12, -1.13, 21.65, -10.90, -16.29, 334.86
8842, 0.30, 0.18, -1.01, -30.59, 26.85, -25.60, 337.17
8878, 0.16, 0.28, -0.95, -5.73, 25.98, -3.08, 342.45
8913, 0.37, 0.23, -1.19, -25.78, 14.08, -1.50, 345.20
8948, 0.37, 0.17, -0.83, 5.09, 41.42, 18.53, 340.26
8983, 0.24, -0.19, -0.79, 55.87, -14.10, -6.07, 339.31
9017, 0.23, 0.03, -0.93, 62.77, -14.33, -49.92, 339.13
9052, 0.35, 0.12, -1.13, 73.63, -58.39, -69.94, 355.92
9088, 0.32, 0.08, -0.97, 74.93, 16.73, -50.17, 13.77
9122, 0.22, 0.05, -0.97, 73.50, -17.41, -42.57, 21.47
9157, 0.21, 0.01, -0.92, 111.11, -3.69, -45.34, 35.91
9192, 0.18, -0.03, -1.21, -6.45, -15.00, -30.92, 43.78
9227, 0.28, -0.02, -0.66, 157.54, -3.53, -34.44, 50.52
9263, 0.31, -0.10, -1.11, 20.19, -40.50, -40.59, 54.48
9297, 0.18, -0.17, -1.06, 4.98, -7.64, -22.46, 55.65
9332, 0.21, -0.14, -0.99, 9.19, 3.29, -22.15, 59.00
9367, 0.27, -0.14, -0.93, 11.66, 0.61, -10.79, 59.31
9402, 0.22, -0.16, -0.98, 21.81, -18.97, -13.44, 59.00
9438, 0.22, -0.15, -1.02, -2.76, -25.48, -11.45, 60.43
9472, 0.25, -0.14, -0.96, 16.59, -21.22, -7.69, 61.68
9507, 0.19, -0.19, -0.94, 26.51, -27.59, -1.66, 60.19
9542, 0.20, -0.18, -1.05, -19.89, 9.44, -6.69, 60.29
9577, 0.28, -0.07, -0.98, -13.40, 20.34, -8.19, 61.02
9613, 0.16, -0.12, -0.98, 16.89, -9.21, -2.10, 62.64
9647, 0.16, -0.16, -0.99, 6.55, -7.79, -2.79, 61.61
9682, 0.22, -0.13, -1.00, -3.22, -10.36, -6.97, 62.51
9717, 0.24, -0.14, -1.01, 19.65, -21.36, 2.69, 61.07
9752, 0.17, -0.21, -0.96, 14.80, -10.05, 3.89, 62.32
9787, 0.09, -0.23, -1.01, 18.24, -20.53, 1.73, 62.03
9822, 0.13, -0.19, -0.96, 1.46, -7.35, -3.76, 63.57
9857, 0.16, -0.19, -1.03, 13.03, -21.19, -1.79, 64.03
9892, 0.13, -0.22, -1.02, 21.70, -20.07, -3.69, 64.57
9927, 0.10, -0.27, -1.00, 13.89, -25.43, -13.96, 64.63
9962, 0.14, -0.23, -0.97, 32.16, -39.13, -17.60, 64.56
9997, 0.17, -0.21, -1.02, 51.73, -33.41, -16.40, 63.60
10032, 0.09, -0.32, -0.99, 72.30, -20.36, -6.76, 64.56
10067, 0.13, -0.30, -0.96, 32.10, -7.01, -12.85, 63.63
10102, 0.10, -0.32, -0.90, 49.87, -6.39, -1.49, 61.65
10137, 0.01, -0.32, -0.83, -15.23, -6.60, 4.50, 61.81
10172, 0.08, -0.34, -1.00, -37.29, 8.95, -5.60, 60.77
10207, 0.08, -0.33, -0.99, 2.37, -3.79, 0.64, 61.32
10242, 0.07, -0.33, -0.99, -14.60, 5.56, -3.31, 62.14
10277, 0.10, -0.32, -0.99, -1.26, -1.01, 1.47, 62.72
10312, 0.10, -0.33, -0.98, 5.86, 2.11, -0.42, 63.23
10347, 0.09, -0.35, -0.97, 1.11, 5.83, -2.02, 63.39
10382, 0.10, -0.28, -0.90, -11.07, 7.35, 0.37, 63.75
10416, 0.13, -0.30, -1.01, -13.85, 5.22, 3.62, 62.96
10452, 0.11, -0.34, -0.93, 1.01, 12.73, 1.16, 62.69
10487, 0.15, -0.26, -0.93, -56.53, 25.90, -2.47, 63.36
10522, 0.11, -0.29, -0.99, -23.69, 7.33, 3.24, 62.27
10557, 0.14, -0.27, -0.94, -6.56, -4.61, 2.83, 63.92
10592, 0.14, -0.29, -1.01, 0.17, -7.69, -0.55, 64.52
10627, 0.12, -0.25, -0.98, 0.17, 1.61, -3.12, 64.63
10662, 0.15, -0.26, -0.99, 0.41, -6.53, 1.31, 63.91
10696, 0.11, -0.30, -0.99, 4.69, -6.73, 2.15, 63.79
10731, 0.14, -0.25, -0.96, -10.24, 7.10, -3.94, 63.51
10766, 0.14, -0.28, -0.99, 2.19, 1.08, -0.20, 64.63
10802, 0.11, -0.26, -0.96, 1.15, -1.81, 1.09, 64.42
10837, 0.13, -0.27, -0.99, -12.82, 10.70, -1.55, 65.11
10872, 0.10, -0.28, -0.99, 0.17, 4.21, 1.11, 64.77
10907, 0.12, -0.28, -0.99, 7.71, -8.94, -0.25, 65.47
10942, 0.13, -0.29, -1.00, -1.56, -5.43, -1.95, 66.76
10977, 0.15, -0.28, -1.00, -1.50, 0.56, -2.44, 65.86
11012, 0.15, -0.26, -0.95, 5.44, -0.44, 0.05, 65.64
11046, 0.12, -0.25, -0.92, 7.68, 1.24, -0.20, 65.34
11081, 0.14, -0.27, -1.00, -7.46, -1.08, -1.51, 65.91
11116, 0.13, -0.28, -1.01, -3.85, -3.86, 0.57, 65.74
11152, 0.13, -0.28, -0.99, 0.60, -3.21, -0.64, 65.34
11187, 0.12, -0.24, -0.93, -7.30, 6.76, -4.05, 66.26
11222, 0.15, -0.26, -1.02, -17.60, 4.02, -5.00, 65.34
11257, 0.14, -0.27, -0.94, 13.88, -5.45, 0.85, 66.04
11292, 0.15, -0.26, -0.97, -35.25, -8.98, -0.76, 65.98
11327, 0.17, -0.23, -0.82, 24.38, 9.56, -0.85, 66.47
11361, 0.15, -0.26, -1.01, 4.99, -15.73, 0.18, 66.87
11396, 0.12, -0.27, -0.97, 9.48, -4.32, -6.06, 66.40
11431, 0.14, -0.27, -0.99, 31.69, 8.89, -6.88, 66.69
11466, 0.10, -0.28, -0.90, 26.59, -6.11, -9.56, 65.48
11502, 0.08, -0.31, -0.99, 49.33, 6.98, -18.42, 66.31
11537, 0.14, -0.31, -0.95, -0.90, 1.29, -25.73, 66.38
11572, 0.17, -0.31, -1.12, 23.37, 0.91, -17.19, 65.94
11606, 0.16, -0.33, -0.83, 45.88, 8.27, -15.05, 65.99
11641, 0.14, -0.33, -1.00, -4.50, -8.01, -7.39, 65.35
11677, 0.21, -0.33, -0.91, 18.70, 2.39, -6.88, 64.65
11712, 0.15, -0.36, -1.13, 32.93, 2.49, 3.16, 65.53
11747, 0.17, -0.33, -0.73, -7.53, -6.21, 0.23, 64.47
11782, 0.15, -0.40, -0.95, 15.16, -1.59, 3.91, 64.89
11816, 0.15, -0.41, -0.95, 52.48, 14.23, 2.37, 63.66
11851, 0.18, -0.43, -0.81, 53.70, 5.61, 3.66, 65.99
11887, 0.14, -0.45, -1.00, -2.79, -1.02, 0.40, 65.27
11922, 0.21, -0.45, -0.91, 71.05, 19.79, -3.72, 65.96
11957, 0.20, -0.47, -0.84, -8.47, -2.37, 2.61, 66.95
11992, 0.18, -0.48, -0.94, 10.59, 5.92, 2.07, 66.09
12027, 0.17, -0.47, -0.77, 43.28, 11.94, -3.15, 65.74
12061, 0.21, -0.48, -0.95, -30.73, -18.95, 5.53, 66.44
12096, 0.18, -0.46, -0.74, 20.66, 5.08, -1.70, 64.65
12132, 0.17, -0.48, -0.90, -37.05, -12.48, 3.76, 64.77
12167, 0.18, -0.49, -0.85, 33.95, 6.63, 2.40, 65.03
12202, 0.16, -0.49, -0.92, -39.07, -8.63, 2.07, 64.68
12236, 0.16, -0.46, -0.89, -18.44, -5.95, 1.34, 64.37
12271, 0.15, -0.49, -0.97, 31.89, 3.40, 1.48, 64.20
12306, 0.19, -0.45, -0.84, -4.02, -6.16, 0.81, 65.70
12341, 0.17, -0.46, -0.91, -13.59, -3.11, -1.39, 65.44
12377, 0.16, -0.44, -0.88, 14.11, -0.60, 1.63, 65.08
12412, 0.15, -0.48, -0.82, 26.89, 17.50, -7.63, 64.90
12447, -0.18, -0.10, -0.91, -85.85, 4.08, -16.85, 66.31
12481, 0.42, -0.40, -0.75, -8.53, 35.65, 38.73, 65.82
12516, 0.19, -0.48, -1.11, -160.21, -35.28, 10.50, 68.13
12552, 0.33, -0.28, -1.13, -75.27, 11.02, -3.41, 68.25
12587, 0.28, -0.21, -0.88, -43.73, 20.75, 31.60, 68.88
12621, 0.07, -0.16, -1.18, -250.14, 99.47, 11.56, 69.53
12656, 0.12, 0.55, -0.70, -7.37, 15.81, 112.69, 68.17
12692, 0.12, -0.71, -1.44, 250.13, -2.62, 194.40, 68.40
12727, 0.16, -0.06, -0.91, 32.99, 42.66, -111.15, 67.71
12761, 0.58, 0.38, -1.06, -29.72, -57.15, -40.02, 61.25
12796, -0.11, 0.23, -0.48, -1.28, 2.76, 36.02, 56.59
12832, 0.16, 0.01, -1.21, -12.44, -34.51, 69.97, 48.46
12867, 0.52, -1.09, -0.47, 7.40, 90.53, 26.61, 36.78
12901, 0.01, 0.35, -1.12, 71.44, -67.55, -152.19, 38.10
12936, 0.52, 0.18, -1.05, 177.40, -5.53, -86.84, 45.98
12972, 0.10, 0.06, -0.67, -68.45, 15.83, 57.79, 53.97
13006, 0.09, -0.18, -1.31, -71.16, -87.19, -44.58, 57.90
13041, 0.12, -0.16, -1.07, 56.31, -2.39, -68.17, 58.50
13076, 0.23, 0.15, -0.91, 55.06, 8.79, -44.16, 61.44
13112, 0.05, -0.19, -1.03, 76.02, -51.38, -27.08, 62.55
13146, 0.15, -0.01, -0.96, 92.73, -40.18, -24.91, 62.29
13181, 0.06, -0.09, -0.90, -19.82, -24.82, -2.09, 62.95
13216, 0.17, -0.06, -1.15, -49.57, -2.28, 1.70, 63.34
13252, 0.10, -0.15, -0.95, 16.33, 8.72, 11.12, 63.06
13287, 0.06, -0.17, -0.92, 22.66, -31.92, 15.15, 63.62
13321, 0.03, -0.27, -1.07, -2.95, -29.24, 9.55, 63.21
13356, 0.05, -0.16, -0.98, -6.60, 46.92, 11.95, 65.23
13391, 0.17, -0.13, -0.85, -22.31, 31.24, 20.31, 66.30
13427, -0.03, -0.13, -1.16, -33.64, -45.20, 5.22, 66.90
13461, 0.03, -0.07, -1.14, -2.48, -0.89, -0.50, 66.91
13496, 0.13, -0.16, -0.93, 69.24, 4.79, 4.37, 65.09
13531, 0.09, -0.14, -0.97, 30.55, -28.43, 3.82, 64.18
13567, 0.06, -0.17, -1.14, -21.32, 5.28, 3.69, 63.27
13602, 0.11, -0.17, -0.89, 66.13, -2.22, 6.50, 61.35
13637, 0.14, -0.17, -0.91, 44.71, -51.15, 6.61, 58.53
13671, -0.04, -0.26, -1.09, 33.86, -60.06, 7.28, 57.01
13706, -0.00, -0.31, -1.06, 67.44, -20.18, -7.10, 56.19
13742, 0.05, -0.34, -1.12, 111.61, -14.39, -15.11, 53.24
13776, -0.06, -0.36, -0.84, 108.94, 17.19, -24.75, 51.11
13811, -0.07, -0.40, -0.85, 80.41, -21.37, -10.24, 49.29
13846, -0.11, -0.68, -0.80, 74.02, -16.13, 23.41, 48.62
13882, -0.04, -0.50, -1.07, -26.26, 14.81, -42.05, 45.56
13916, -0.01, -0.67, -0.83, 26.95, 13.55, -15.69, 43.15
13951, 0.08, -0.48, -0.72, 5.34, 22.36, 1.24, 39.94
13986, 0.10, -0.63, -0.94, 2.79, 10.23, -27.59, 37.67
14021, 0.13, -0.54, -0.70, 48.02, 17.33, -23.18, 34.41
14057, 0.06, -0.67, -0.73, 106.29, -32.63, 14.91, 34.92
14091, 0.05, -0.74, -0.87, 70.18, -39.78, -12.01, 35.44
14126, 0.08, -0.69, -0.72, 84.38, -20.60, 16.00, 37.18
14162, 0.02, -0.67, -0.70, 37.56, -26.21, -7.47, 36.94
14196, 0.06, -0.72, -0.64, 44.05, -5.69, -8.10, 37.34
14231, 0.10, -0.67, -0.72, 16.31, -17.81, -3.27, 38.65
