2048, -0.06, 0.02, -1.02, -0.24, -1.52, 0.00, -10.05, 79.22, -21.01
2057, -0.05, 0.02, -1.01, -0.37, -1.28, -0.79, -9.15, 80.12, -22.21
2066, -0.06, 0.01, -1.02, -0.18, -1.28, -0.24, -7.95, 80.42, -21.46
2075, -0.06, 0.03, -1.01, -0.30, -1.46, -0.30, -10.20, 79.67, -21.46
2085, -0.05, 0.00, -1.03, -0.43, -1.28, -0.73, -10.20, 79.67, -21.46
2094, -0.06, 0.01, -1.02, -0.12, -1.22, 0.06, -8.55, 79.52, -21.31
2103, -0.05, 0.02, -1.01, -0.30, -0.73, -0.61, -9.15, 78.92, -21.16
2112, -0.05, 0.00, -1.01, -0.12, -1.52, -0.18, -9.45, 80.42, -21.46
2121, -0.07, 0.02, -1.02, -0.24, -1.83, -0.30, -7.65, 80.12, -20.86
2130, -0.05, 0.01, -1.01, -0.30, -0.98, -0.67, -8.55, 80.27, -21.31
2140, -0.06, 0.02, -1.00, -0.24, -1.46, 0.00, -8.85, 79.22, -21.61
2149, -0.06, 0.03, -1.02, -0.30, -1.16, -0.55, -6.90, 80.12, -20.86
2176, -0.05, 0.01, -1.03, -0.18, -0.79, -0.49, -8.40, 80.87, -20.11
2185, -0.06, 0.02, -1.01, -0.12, -1.22, -0.12, -7.20, 80.12, -21.16
2194, -0.05, 0.02, -1.02, -0.18, -1.40, -0.73, -7.20, 80.12, -21.16
2204, -0.05, 0.02, -1.01, -0.24, -1.40, -0.12, -7.20, 78.62, -20.86
2213, -0.06, 0.02, -1.01, -0.30, -1.34, -0.43, -7.80, 79.97, -22.06
2222, -0.04, 0.01, -1.01, -0.30, -1.04, -0.55, -8.10, 81.32, -21.01
2231, -0.06, 0.03, -1.02, -0.06, -1.22, -0.12, -7.65, 81.62, -22.51
2240, -0.06, 0.02, -1.01, -0.37, -1.34, -0.67, -7.80, 79.22, -20.26
2249, -0.06, 0.01, -1.02, -0.12, -1.04, -0.24, -9.30, 78.77, -21.31
2259, -0.06, 0.03, -1.01, -0.43, -1.22, -0.18, -7.80, 80.27, -22.06
2268, -0.06, 0.02, -1.01, -0.37, -1.10, -0.61, -8.70, 79.67, -21.16
2277, -0.06, 0.01, -1.02, -0.12, -1.46, 0.00, -8.55, 81.02, -21.61
2286, -0.06, 0.02, -1.01, -0.18, -1.59, -0.61, -8.55, 79.97, -21.61
2295, -0.06, 0.02, -1.02, -0.18, -1.28, -0.43, -7.20, 80.42, -20.41
2322, -0.06, 0.02, -1.00, -0.24, -1.22, -0.12, -8.70, 79.37, -21.46
2332, -0.06, 0.03, -1.00, -0.43, -1.04, -0.73, -7.50, 80.27, -22.36
2341, -0.05, 0.02, -1.01, -0.30, -1.10, -0.12, -8.85, 79.52, -21.61
2350, -0.06, 0.02, -1.02, -0.18, -1.40, -0.43, -7.80, 79.97, -22.06
2359, -0.06, 0.01, -1.01, -0.30, -1.40, -0.49, -8.85, 79.52, -19.95
2368, -0.05, 0.02, -1.00, -0.24, -1.46, -0.12, -6.15, 78.92, -20.86
2377, -0.06, 0.02, -1.02, -0.37, -1.22, -0.61, -7.95, 80.42, -21.91
2387, -0.06, 0.01, -1.00, -0.43, -1.22, -0.30, -7.95, 79.67, -22.51
2396, -0.06, 0.03, -1.02, -0.30, -1.34, -0.24, -8.10, 81.77, -21.31
2405, -0.07, 0.01, -1.01, -0.37, -1.10, -0.79, -8.70, 79.67, -20.86
2414, -0.06, 0.01, -1.02, -0.24, -1.34, 0.00, -8.70, 79.67, -20.86
2423, -0.07, 0.02, -1.01, -0.30, -1.40, -0.55, -6.75, 80.27, -23.86
2432, -0.07, 0.01, -1.01, -0.24, -1.28, -0.43, -9.15, 80.12, -21.16
2441, -0.06, 0.02, -1.02, -0.24, -1.28, -0.12, -7.95, 81.62, -22.21
2469, -0.07, 0.02, -1.02, -0.37, -1.28, -0.55, -7.05, 79.52, -20.26
2478, -0.05, 0.01, -1.00, -0.24, -1.22, -0.18, -7.50, 80.57, -21.01
2487, -0.05, 0.02, -1.02, -0.30, -1.40, -0.18, -7.20, 80.42, -20.41
2497, -0.06, 0.01, -1.02, -0.37, -1.22, -0.55, -6.90, 80.42, -20.86
2506, -0.06, 0.02, -1.02, -0.24, -1.34, -0.12, -5.40, 81.17, -21.16
2515, -0.07, 0.02, -1.02, -0.37, -1.22, -0.49, -6.45, 80.42, -21.91
2524, -0.05, 0.02, -1.02, -0.18, -1.52, -0.30, -6.45, 80.42, -21.91
2533, -0.06, 0.01, -1.03, -0.30, -1.40, 0.00, -5.40, 80.42, -20.86
2542, -0.05, 0.02, -1.02, -0.30, -1.16, -0.67, -6.45, 80.12, -22.51
2551, -0.06, 0.01, -1.02, -0.18, -1.28, -0.12, -6.30, 80.27, -23.41
2561, -0.06, 0.01, -1.01, -0.18, -1.34, -0.24, -6.45, 80.42, -21.46
2570, -0.06, 0.02, -1.01, -0.37, -1.16, -0.61, -6.00, 81.02, -21.01
2579, -0.07, 0.01, -1.01, -0.18, -1.34, 0.00, -5.25, 81.77, -21.61
2588, -0.05, 0.03, -1.02, -0.30, -1.46, -0.37, -8.40, 80.42, -21.46
2616, -0.05, 0.01, -1.02, -0.37, -1.28, -0.43, -7.80, 79.22, -20.56
2625, -0.06, 0.02, -1.02, -0.24, -1.59, 0.00, -8.40, 79.67, -22.51
2634, -0.06, 0.03, -1.01, -0.49, -1.16, -0.67, -8.40, 79.67, -22.51
2643, -0.05, 0.02, -1.00, -0.37, -1.16, -0.12, -6.90, 80.12, -21.91
2652, -0.07, 0.02, -1.01, -0.24, -1.22, -0.30, -7.20, 80.87, -21.91
2661, -0.06, 0.02, -1.02, -0.30, -1.16, -0.67, -7.20, 79.67, -20.86
2670, -0.06, 0.03, -1.01, -0.12, -1.71, -0.12, -6.90, 79.37, -21.16
2680, -0.06, 0.02, -1.03, -0.24, -1.16, -0.55, -7.65, 81.17, -21.46
2689, -0.05, 0.02, -1.01, -0.06, -0.91, -0.43, -6.30, 78.77, -21.31
2698, -0.06, 0.02, -1.02, -0.18, -1.10, -0.12, -7.65, 79.37, -20.86
2707, -0.06, 0.01, -1.01, -0.30, -1.28, -0.73, -9.15, 78.62, -21.91
2716, -0.05, 0.01, -1.02, -0.43, -1.59, -0.24, -7.95, 80.12, -23.26
2725, -0.06, 0.02, -1.01, -0.30, -1.28, -0.24, -8.55, 78.77, -22.06
2735, -0.06, 0.01, -1.01, -0.30, -0.85, -0.67, -6.75, 79.22, -21.01
2762, -0.07, 0.01, -1.01, -0.18, -1.10, 0.00, -7.05, 79.52, -21.61
2771, -0.06, 0.02, -1.02, -0.30, -1.40, -0.49, -8.40, 78.62, -20.41
2780, -0.05, 0.01, -1.02, -0.30, -1.34, -0.61, -7.95, 79.67, -21.16
2789, -0.05, 0.02, -1.02, -0.24, -1.28, 0.00, -8.40, 80.42, -23.26
2799, -0.05, 0.02, -1.01, -0.43, -1.10, -0.55, -8.85, 80.57, -21.61
2808, -0.06, 0.01, -1.02, -0.12, -1.16, 0.00, -7.65, 78.92, -21.46
2817, -0.05, 0.02, -1.01, -0.18, -1.46, -0.18, -8.70, 80.12, -20.41
2826, -0.05, 0.02, -1.02, -0.30, -1.52, -0.73, -6.90, 79.67, -22.51
2835, -0.05, 0.01, -1.04, -0.24, -1.46, -0.18, -7.80, 79.52, -21.01
2844, -0.05, 0.02, -1.02, -0.24, -1.34, -0.37, -7.20, 80.12, -20.86
2853, -0.06, 0.02, -1.02, -0.43, -1.34, -0.55, -7.20, 80.12, -20.86
2863, -0.05, 0.01, -1.01, -0.49, -2.13, -0.24, -7.80, 79.22, -22.36
2872, -0.06, 0.03, -1.02, -0.24, -0.43, 0.00, -9.15, 80.87, -22.21
2881, -0.06, 0.01, -1.02, -0.61, -1.04, -0.61, -7.95, 80.12, -20.86
2905, -0.06, 0.01, -1.03, -0.12, -1.95, 0.24, -6.45, 80.87, -21.46
2915, -0.06, 0.03, -1.01, -0.30, -0.06, -0.55, -8.40, 80.12, -21.46
2924, -0.05, 0.00, -1.02, -0.49, -2.80, -0.55, -8.40, 80.12, -21.46
2933, -0.07, 0.04, -1.02, -0.06, -0.43, 0.12, -8.55, 79.97, -21.31
2942, -0.06, 0.01, -1.01, -0.43, -1.22, -0.91, -7.05, 79.22, -21.31
2951, -0.07, 0.02, -1.03, -0.30, -1.59, 0.24, -7.50, 81.32, -21.61
2960, -0.06, 0.01, -1.00, -0.18, -0.79, -0.61, -8.70, 81.92, -21.91
2970, -0.06, 0.01, -1.01, -0.30, -1.95, -0.37, -10.35, 79.97, -21.61
2979, -0.06, 0.01, -1.02, -0.12, -1.52, -0.12, -8.85, 79.22, -22.06
2988, -0.06, 0.02, -1.00, -0.24, -0.85, -0.43, -8.85, 78.77, -22.06
2997, -0.06, 0.02, -1.01, -0.37, -1.46, -0.49, -7.20, 80.42, -21.46
3006, -0.06, 0.02, -1.02, -0.37, -1.40, 0.00, -8.55, 79.52, -22.36
3015, -0.06, 0.02, -1.02, -0.43, -1.04, -0.73, -8.10, 79.52, -20.26
3025, -0.06, 0.01, -1.02, -0.37, -1.16, 0.00, -8.55, 79.52, -22.06
3052, -0.05, 0.03, -1.03, -0.24, -1.22, -0.49, -8.40, 80.87, -21.16
3061, -0.06, 0.02, -1.01, -0.24, -1.28, -0.55, -7.50, 78.47, -22.06
3070, -0.05, 0.02, -1.02, -0.18, -1.46, 0.00, -7.80, 80.27, -22.06
3079, -0.06, 0.02, -1.01, -0.18, -1.16, -0.55, -7.50, 80.27, -22.06
3089, -0.05, 0.02, -1.03, -0.24, -1.46, -0.37, -8.55, 80.27, -22.06
3098, -0.06, 0.02, -1.01, -0.18, -1.40, -0.18, -8.55, 80.57, -21.31
3107, -0.06, 0.02, -1.00, -0.30, -1.52, -0.55, -7.95, 80.42, -22.21
3116, -0.06, 0.01, -1.01, -0.43, -1.34, -0.30, -7.65, 78.62, -21.46
3125, -0.06, 0.02, -1.02, -0.18, -1.22, -0.12, -9.15, 81.92, -20.86
3134, -0.05, 0.02, -1.00, -0.43, -1.28, -0.61, -8.70, 79.67, -21.16
3144, -0.05, -0.00, -1.02, -0.37, -1.40, -0.12, -8.70, 79.67, -21.16
3153, -0.07, 0.02, -1.02, -0.24, -1.28, -0.43, -8.40, 79.37, -21.16
3162, -0.06, 0.01, -1.01, -0.49, -1.04, -0.49, -8.55, 81.02, -23.11
3171, -0.05, 0.01, -1.00, -0.30, -1.16, 0.00, -7.65, 81.17, -22.51
3198, -0.07, 0.03, -1.02, -0.24, -1.34, -0.55, -7.50, 79.52, -20.56
3208, -0.06, 0.01, -1.02, -0.30, -1.34, -0.43, -8.10, 79.22, -22.66
3217, -0.06, 0.01, -1.02, -0.24, -1.46, -0.30, -6.90, 80.12, -20.86
3226, -0.06, 0.02, -1.00, -0.37, -1.04, -0.73, -8.55, 79.22, -22.36
3235, -0.07, 0.01, -1.02, -0.18, -1.22, -0.24, -6.30, 81.02, -21.31
3244, -0.06, 0.02, -1.02, -0.30, -1.59, -0.18, -8.40, 80.42, -21.16
3254, -0.06, 0.02, -1.02, -0.43, -1.10, -0.61, -8.70, 80.42, -21.16
3263, -0.06, 0.02, -1.01, -0.18, -1.28, -0.12, -8.70, 80.42, -21.16
3272, -0.07, 0.02, -1.02, -0.12, -1.22, -0.30, -7.80, 79.22, -20.56
3281, -0.06, 0.02, -1.00, -0.37, -1.10, -0.49, -7.65, 79.67, -21.46
3290, -0.06, 0.02, -1.01, -0.18, -1.46, 0.06, -6.90, 80.12, -20.11
3299, -0.06, 0.02, -1.01, -0.30, -1.22, -0.55, -7.20, 78.92, -22.21
3309, -0.05, 0.01, -1.02, -0.24, -1.22, -0.55, -7.65, 78.62, -21.16
3318, -0.05, 0.02, -1.01, -0.24, -1.52, 0.00, -5.85, 80.42, -22.21
3345, -0.06, 0.02, -1.01, -0.37, -1.16, -0.61, -6.45, 79.37, -21.16
3354, -0.06, 0.01, -1.01, -0.24, -1.04, -0.24, -6.75, 79.22, -21.61
3364, -0.06, 0.02, -1.02, -0.18, -1.16, -0.18, -6.75, 80.57, -22.36
3373, -0.05, 0.02, -1.02, -0.24, -1.34, -0.55, -6.75, 80.57, -22.36
3382, -0.06, 0.01, -1.01, -0.12, -1.59, -0.18, -7.80, 81.02, -22.36
3391, -0.05, 0.02, -1.00, -0.24, -1.40, -0.37, -7.20, 78.32, -22.51
3400, -0.05, 0.01, -0.99, -0.37, -1.16, -0.67, -8.55, 80.27, -21.31
3409, -0.06, 0.03, -1.01, -0.30, -1.46, -0.12, -6.90, 78.32, -21.46
3419, -0.06, 0.01, -1.02, -0.30, -1.16, -0.37, -7.65, 79.67, -22.21
3428, -0.05, 0.01, -1.01, -0.24, -1.34, -0.43, -7.50, 79.97, -22.06
3437, -0.06, 0.02, -1.01, -0.18, -1.40, -0.12, -7.20, 80.12, -22.21
3446, -0.06, 0.01, -1.01, -0.43, -1.34, -0.67, -8.40, 78.62, -22.21
3455, -0.06, 0.01, -1.01, -0.30, -1.28, -0.24, -9.45, 79.67, -21.16
3465, -0.05, 0.02, -1.02, -0.18, -1.28, -0.18, -9.15, 80.87, -21.46
3492, -0.06, 0.02, -1.01, -0.30, -1.22, -0.61, -6.30, 79.52, -22.36
3501, -0.05, 0.01, -1.02, -0.43, -1.34, -0.12, -6.45, 79.67, -20.41
3510, -0.06, 0.02, -1.01, -0.30, -1.34, -0.24, -7.50, 79.52, -21.01
3519, -0.06, 0.02, -1.02, -0.43, -1.28, -0.61, -6.90, 80.87, -21.46
3529, -0.06, 0.01, -1.02, -0.12, -1.16, -0.18, -10.20, 78.92, -21.46
3538, -0.06, 0.02, -1.02, -0.30, -1.22, -0.37, -8.10, 79.97, -21.61
3547, -0.05, 0.02, -1.02, -0.24, -1.28, -0.49, -8.70, 81.17, -21.16
3556, -0.06, 0.02, -1.01, -0.06, -1.40, -0.12, -8.40, 80.87, -20.86
3565, -0.06, 0.02, -1.02, -0.37, -1.22, -0.55, -7.20, 79.67, -22.96
3574, -0.06, 0.01, -1.01, -0.24, -1.28, -0.43, -8.70, 80.12, -21.16
3584, -0.05, 0.01, -1.02, -0.24, -1.40, -0.18, -6.90, 79.37, -22.21
3593, -0.06, 0.01, -1.01, -0.24, -0.91, -0.67, -6.90, 79.37, -22.21
3602, -0.06, 0.01, -1.03, -0.37, -2.01, -0.43, -6.45, 80.42, -22.21
3611, -0.06, 0.02, -1.01, -0.24, -1.28, 0.00, -7.50, 80.27, -21.01
3639, -0.06, 0.02, -1.03, -0.49, -1.28, -0.73, -7.05, 80.57, -21.01
3648, -0.05, 0.01, -1.03, -0.37, -0.91, -0.37, -9.45, 80.12, -22.21
3657, -0.06, 0.02, -1.02, -0.24, -0.91, -0.12, -8.85, 79.22, -21.61
3666, -0.05, 0.01, -1.00, -0.30, -1.28, -0.67, -8.10, 78.77, -22.36
3675, -0.06, 0.03, -1.02, -0.24, -1.28, 0.12, -8.10, 79.52, -22.06
3685, -0.05, 0.02, -1.02, -0.24, -1.40, -0.55, -9.60, 79.52, -21.61
3694, -0.05, 0.01, -1.01, -0.18, -1.16, -0.30, -8.55, 80.27, -22.66
3703, -0.06, 0.02, -1.02, -0.37, -1.46, -0.18, -8.55, 80.27, -22.66
3712, -0.06, 0.02, -1.01, -0.24, -1.40, -0.61, -7.80, 79.52, -22.06
3721, -0.06, 0.02, -1.02, -0.37, -1.34, -0.37, -8.40, 80.87, -21.46
3730, -0.04, 0.02, -1.03, -0.37, -1.16, -0.18, -10.20, 80.42, -22.51
3740, -0.05, 0.02, -1.01, -0.49, -1.22, -0.61, -7.95, 79.37, -20.41
3749, -0.06, 0.01, -1.02, -0.30, -1.40, -0.30, -7.20, 80.42, -21.91
3758, -0.06, 0.02, -1.02, -0.30, -1.52, -0.24, -9.45, 78.92, -21.16
3787, -0.06, 0.01, -1.00, -0.37, -0.98, -0.73, -9.45, 79.67, -20.86
3796, -0.06, 0.02, -1.01, -0.24, -1.22, 0.00, -8.40, 79.67, -21.91
3805, -0.06, 0.01, -1.02, -0.37, -1.22, -0.30, -9.15, 79.67, -22.21
3814, -0.06, 0.02, -1.01, -0.37, -1.28, -0.55, -7.95, 80.42, -21.91
3823, -0.06, 0.02, -1.03, -0.24, -1.34, -0.12, -9.30, 81.02, -22.36
3833, -0.06, 0.02, -1.02, -0.30, -1.46, -0.43, -9.30, 81.02, -22.36
3842, -0.05, 0.01, -1.00, -0.37, -1.28, -0.49, -9.45, 80.12, -22.21
3851, -0.05, 0.02, -1.02, -0.30, -1.46, -0.12, -6.75, 79.52, -22.06
3860, -0.10, 0.02, -1.05, -1.16, -3.23, -0.85, -8.85, 80.27, -21.61
3869, -0.06, 0.03, -1.03, -0.91, -0.85, -0.85, -9.60, 79.22, -22.06
3879, -0.01, -0.02, -2.00, -0.73, -1.28, 0.91, -7.50, 79.52, -21.31
3888, -0.03, 0.01, -1.15, -0.73, -1.65, -0.85, -8.55, 79.52, -21.31
3897, -0.07, 0.02, -1.00, 0.12, 2.20, 0.18, -8.10, 80.27, -22.36
3906, -0.05, 0.02, -1.05, -0.49, -3.35, -0.85, -8.85, 79.97, -21.31
3934, -0.05, 0.02, -1.01, 0.06, -1.59, -0.61, -7.95, 80.12, -21.91
3943, -0.06, 0.02, -1.01, -0.12, -0.91, -0.37, -7.95, 80.12, -21.91
3952, -0.05, 0.01, -1.01, 0.30, -0.43, -0.55, -7.95, 81.17, -22.51
3961, -0.06, 0.03, -0.91, -0.24, -2.01, -0.30, -8.10, 79.22, -22.36
3970, -0.07, 0.03, -1.03, -0.12, -1.46, -0.85, -9.30, 81.77, -22.06
3979, -0.05, -0.01, -0.83, -0.91, -1.83, -0.12, -8.70, 80.12, -21.91
3989, -0.07, 0.01, -0.98, -0.98, -2.56, -0.24, -8.85, 78.77, -22.06
3998, -0.06, 0.01, -1.01, -0.67, -0.49, -0.73, -7.80, 78.02, -21.61
4007, -0.06, 0.01, -1.05, -0.24, -0.37, 0.00, -8.10, 79.97, -21.01
4016, -0.05, 0.02, -1.04, 0.12, 0.79, 0.00, -8.70, 79.37, -21.91
4025, -0.05, 0.03, -1.03, -0.18, -0.91, -0.12, -8.85, 79.52, -22.06
4034, -0.05, 0.02, -1.02, -0.06, -2.74, -0.30, -8.10, 80.27, -22.06
4043, -0.06, 0.03, -1.00, 0.12, -2.32, -0.24, -8.85, 80.57, -22.06
4053, -0.06, 0.02, -0.99, -0.12, -1.52, -0.85, -8.85, 80.57, -22.06
4080, 0.99, 0.84, 0.08, -1830.24, 83.66, -986.89, -8.70, 78.62, -20.86
4089, 0.99, 1.82, 0.08, -1702.38, 84.39, 271.28, -7.80, 80.27, -23.11
4099, 0.99, -0.93, 0.08, 1573.23, 85.00, -1418.23, -8.55, 78.47, -21.31
4108, 0.99, -0.60, 0.08, 703.72, 85.79, -882.32, -7.95, 79.37, -21.91
4118, 0.99, -0.61, 0.08, -1337.26, 86.65, 388.96, -7.95, 77.57, -21.91
4127, 0.99, -0.46, 0.08, 1823.17, 87.38, 1791.28, -8.55, 79.52, -23.11
4137, 0.99, -0.16, 0.08, -681.89, 88.11, -1741.52, -8.85, 80.27, -22.06
4146, 0.99, -0.47, 0.08, 322.20, 88.90, 1717.13, -9.15, 79.67, -22.51
4155, 0.99, -1.14, 0.08, -1225.49, 89.76, -1280.79, -9.45, 80.12, -22.51
4165, 0.99, 1.99, 0.08, -1241.04, 90.61, -481.83, -7.80, 79.22, -23.11
4174, 0.99, 1.49, 0.08, 590.73, 91.40, 1780.91, -8.10, 79.52, -22.66
4184, 0.99, 1.66, 0.08, 771.83, 92.07, 1203.11, -9.90, 79.67, -20.86
4193, 0.99, 1.34, 0.09, 1248.05, 92.80, 1098.17, -8.85, 80.27, -21.61
4203, 0.99, 0.21, 0.09, -601.77, 93.60, -445.24, -8.70, 80.42, -21.16
4228, -0.06, 0.02, -1.01, -0.30, -1.22, -0.30, -8.85, 78.77, -21.01
4237, -0.05, 0.01, -1.01, -0.49, -1.34, -0.67, -6.75, 79.97, -22.06
4246, -0.04, 0.02, -1.02, -0.18, -1.10, -0.12, -8.10, 78.77, -22.36
4256, -0.05, 0.01, -0.99, -0.24, -0.55, -0.43, -8.55, 81.77, -20.26
4265, -0.06, 0.01, -1.01, -0.30, -0.91, -0.30, -9.45, 80.42, -21.46
4274, -0.05, 0.02, -1.02, -0.18, -1.83, -0.18, -10.05, 79.22, -20.56
4283, -0.05, 0.02, -0.99, -0.24, -1.83, -0.49, -7.20, 80.42, -21.16
4292, -0.05, 0.02, -1.02, -0.30, -1.40, -0.43, -7.20, 80.42, -21.16
4302, -0.05, 0.01, -1.02, -0.06, -0.91, -0.12, -8.10, 79.97, -21.31
4311, -0.06, 0.01, -1.00, -0.18, -0.98, -0.67, -8.85, 80.27, -23.11
4320, -0.05, 0.02, -1.00, -0.30, -1.77, -0.24, -8.10, 79.97, -22.36
4329, -0.06, 0.02, -1.01, -0.24, -1.65, -0.30, -9.45, 78.92, -20.86
4338, -0.05, 0.01, -0.99, -0.49, -1.16, -0.73, -10.05, 82.07, -21.61
4347, -0.06, 0.01, -1.00, -0.37, -0.98, -0.12, -8.85, 79.52, -20.26
4375, -0.06, 0.02, -1.02, -0.24, -1.34, -0.67, -8.40, 80.42, -21.91
4384, -0.05, 0.02, -1.02, -0.24, -1.16, -0.12, -7.65, 80.87, -21.46
4393, -0.05, 0.02, -1.03, -0.30, -0.85, -0.30, -8.70, 80.42, -21.91
4403, -0.06, 0.01, -1.01, -0.43, -1.34, -0.55, -8.70, 80.87, -21.46
4412, -0.06, 0.01, -1.01, -0.30, -1.71, -0.18, -8.70, 80.87, -21.46
4421, -0.07, 0.02, -1.03, -0.30, -1.71, -0.55, -8.70, 80.12, -22.96
4430, -0.06, 0.01, -1.02, -0.30, -1.34, -0.55, -8.85, 79.97, -21.61
4439, -0.06, 0.01, -1.03, -0.12, -1.10, 0.00, -8.40, 80.42, -21.16
4448, -0.06, 0.02, -1.02, -0.43, -1.10, -0.67, -6.30, 78.77, -22.06
4458, -0.05, 0.01, -1.02, -0.30, -1.34, -0.30, -8.40, 79.67, -21.16
4467, -0.06, 0.02, -1.01, -0.24, -1.22, -0.24, -7.05, 80.57, -22.06
4476, -0.06, 0.02, -1.01, -0.43, -1.04, -0.55, -9.45, 78.92, -22.51
4485, -0.06, 0.01, -1.01, -0.18, -1.16, -0.18, -8.40, 79.37, -21.16
4494, -0.06, 0.02, -1.01, -0.18, -1.28, -0.24, -7.65, 80.42, -22.21
4522, -0.05, 0.01, -1.03, -0.06, -1.22, -0.12, -7.80, 78.77, -21.61
4531, -0.06, 0.03, -1.01, -0.12, -1.34, -0.37, -7.65, 79.67, -21.91
4540, -0.06, 0.01, -1.00, -0.24, -1.22, -0.61, -9.15, 79.37, -22.51
4549, -0.06, 0.01, -1.02, -0.12, -1.71, -0.18, -9.30, 78.77, -20.56
4558, -0.05, 0.02, -1.02, -0.37, -1.71, -0.49, -9.15, 78.62, -20.86
4568, -0.05, 0.01, -1.00, -0.43, -1.04, -0.61, -9.30, 80.57, -20.56
4577, -0.06, 0.01, -1.02, -0.37, -1.22, -0.12, -9.15, 79.67, -21.16
4586, -0.06, 0.01, -1.01, -0.49, -1.10, -0.49, -9.30, 79.22, -22.06
4595, -0.05, 0.03, -1.02, -0.43, -1.22, -0.37, -10.05, 79.97, -22.06
4604, -0.05, 0.02, -1.02, -0.30, -1.34, 0.00, -9.45, 80.12, -20.86
